id,title,author,book_link,genre,date_published,publisher,num_of_page,lang,rate,Image URL,primary_genre,sub_genre
0,The Martian,Andy Weir,https://www.goodreads.com/book/show/18007564-the-martian,"Science Fiction,Fiction",February 11th 2014,"Crown

            ,",384,English,4.4,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1413706054i/18007564.jpg,Science Fiction,Fiction
1,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,https://www.goodreads.com/book/show/10847.Under_the_Banner_of_Heaven,"Nonfiction,Religion",2004,"Pan MacMillan

            ,",400,English,3.98,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1356441391i/10847.jpg,Nonfiction,Religion
2,Cutting for Stone,Abraham   Verghese,https://www.goodreads.com/book/show/3591262-cutting-for-stone,"Fiction,Historical",February 3rd 2009,"Alfred A. Knopf

            ,",541,English,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1553715166i/3591262.jpg,Fiction,Historical
3,We Need to Talk About Kevin,Lionel Shriver,https://www.goodreads.com/book/show/80660.We_Need_to_Talk_About_Kevin,"Fiction,Contemporary",July 3rd 2006,"Harper Perennial

            ,",400,English,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327865017i/80660.jpg,Fiction,Contemporary
4,The Immortal Life of Henrietta Lacks,Rebecca Skloot,https://www.goodreads.com/book/show/6493208-the-immortal-life-of-henrietta-lacks,"Nonfiction,Science",February 2nd 2010,"Crown Publishing Group

            ,",370,English,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327878144i/6493208.jpg,Nonfiction,Science
5,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,https://www.goodreads.com/book/show/113436.Eragon,"Fantasy,Young Adult",Apr-05,"Alfred A. Knopf

            ,",503,English,3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1366212852i/113436.jpg,Fantasy,Young Adult
6,Unaccustomed Earth,Jhumpa Lahiri,https://www.goodreads.com/book/show/85301.Unaccustomed_Earth,"Fiction,Short Stories",2008,Knopf,352,English,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320398140i/85301.jpg,Fiction,Short Stories
7,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,"Fantasy,Fiction",July 12th 2011,Bantam,1125,English,4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1581625286i/10664113.jpg,Fantasy,Fiction
8,The Outlands  (The Outlands Saga #1),Tyler Edwards,https://www.goodreads.com/book/show/56305116-the-outlands,"Young Adult,Science Fiction",December 14th 2020,iFlow Creative,452,English,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1608080517i/56305116.jpg,Young Adult,Science Fiction
9,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,https://www.goodreads.com/book/show/7171637-clockwork-angel,"Fantasy,Young Adult",August 31st 2010,Margaret K. McElderry Books,479,English,4.3,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1693490271i/7171637.jpg,Fantasy,Young Adult
10,"World Without End (Kingsbridge, #2)",Ken Follett,https://www.goodreads.com/book/show/5064.World_Without_End,"Historical,Historical Fiction",October 4th 2007,Dutton,1014,English,4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1509545511i/5064.jpg,Historical,Historical Fiction
11,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver,Steven L. Hopp,Camille Kingsolver,Richard A. Houser",https://www.goodreads.com/book/show/25460.Animal_Vegetable_Miracle,"Nonfiction,Food and Drink",May 1st 2007,HarperCollins Publishers,370,English,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1480104279i/25460.jpg,Nonfiction,Food and Drink
12,The Five People You Meet in Heaven,Mitch Albom,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven,"Fiction,Inspirational",September 23rd 2003,"Hyperion

            ,",196,English,3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388200541i/3431.jpg,Fiction,Inspirational
13,On Beauty,Zadie Smith,https://www.goodreads.com/book/show/3679.On_Beauty,"Fiction,Contemporary",August 29th 2006,"Penguin Books

            ,",445,English,3.73,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1598196388i/3679.jpg,Fiction,Contemporary
22,Shantaram,Gregory David Roberts,https://www.goodreads.com/book/show/33600.Shantaram,"Fiction,Cultural",2004,"Scribe

            ,",936,English,4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333482282i/33600.jpg,Fiction,Cultural
24,Seabiscuit: An American Legend,Laura Hillenbrand,https://www.goodreads.com/book/show/110737.Seabiscuit,"Nonfiction,History",July 1st 2003,"Ballantine Books

            ,",457,English,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1171644213i/110737.jpg,Nonfiction,History
27,"The Titan's Curse (Percy Jackson and the Olympians, #3)","Rick Riordan,Cẩm Chi",https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,"Fantasy,Young Adult",May 5th 2007,Puffin Books,320,English,4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361038385i/561456.jpg,Fantasy,Young Adult
28,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,https://www.goodreads.com/book/show/2802316-shadow-kiss,"Young Adult,Paranormal",November 13th 2008,Razorbill,443,English,4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361099049i/2802316.jpg,Young Adult,Paranormal
29,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth,"Fantasy,Young Adult",March 6th 2008,Hyperion Books for Children,361,English,4.39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1518607478i/2120932.jpg,Fantasy,Young Adult
31,2666,Roberto Bolaño,https://www.goodreads.com/book/show/63032.2666,"Fiction,Literature",October 1st 2004,"Anagrama

            ,",1128,Spanish,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1672791535i/63032.jpg,Fiction,Literature
32,"Frostbite (Vampire Academy, #2)",Richelle Mead,https://www.goodreads.com/book/show/2282133.Frostbite,"Young Adult,Fantasy",April 10th 2008,"Razorbill

            ,",327,English,4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361098960i/2282133.jpg,Young Adult,Fantasy
34,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,https://www.goodreads.com/book/show/6411961-the-lost-symbol,"Fiction,Mystery",September 15th 2009,Doubleday,509,English,3.73,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1534070883i/6411961.jpg,Fiction,Mystery
35,"Olive Kitteridge (Olive Kitteridge, #1)",Elizabeth Strout,https://www.goodreads.com/book/show/1736739.Olive_Kitteridge,"Fiction,Short Stories",March 25th 2008,Random House,270,English,3.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320430655i/1736739.jpg,Fiction,Short Stories
36,The Last Lecture,"Randy Pausch,Jeffrey Zaslow",https://www.goodreads.com/book/show/2318271.The_Last_Lecture,"Nonfiction,Autobiography",April 8th 2008,Hachette Books,206,English,4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1631968383i/2318271.jpg,Nonfiction,Autobiography
37,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,"Fantasy,Young Adult",June 7th 2011,Quirk,352,English,3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1623449170i/9460487.jpg,Fantasy,Young Adult
38,"Me Before You (Me Before You, #1)",Jojo Moyes,https://www.goodreads.com/book/show/17347634-me-before-you,"Romance,Fiction",July 30th 2013,"Penguin Books

            ,",369,English,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1665087720i/17347634.jpg,Romance,Fiction
39,The Tales of Beedle the Bard,"J.K. Rowling,Lý Lan",https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,"Fantasy,Fiction",December 4th 2008,Bloomsbury,109,English,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630876355i/3950967.jpg,Fantasy,Fiction
40,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,https://www.goodreads.com/book/show/7603.Reading_Lolita_in_Tehran,"Nonfiction,Autobiography",December 30th 2003,"Random House Trade Paperbacks

            ,",356,English,3.62,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1397751318i/7603.jpg,Nonfiction,Autobiography
41,The Plot Against America,Philip Roth,https://www.goodreads.com/book/show/703.The_Plot_Against_America,"Fiction,Historical",September 27th 2005,"Vintage International

            ,",391,English,3.76,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1553896240i/703.jpg,Fiction,Historical
44,The Ocean at the End of the Lane,Neil Gaiman,https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane,"Fantasy,Fiction",June 18th 2013,William Morrow Books,181,English,4,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1497098563i/15783514.jpg,Fantasy,Fiction
45,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,https://www.goodreads.com/book/show/6101138-wolf-hall,"Historical,Historical Fiction",2010,"HarperCollins Publishers Ltd

            ,",653,English,3.87,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1627203575i/6101138.jpg,Historical,Historical Fiction
46,"Uglies (Uglies, #1)",Scott Westerfeld,https://www.goodreads.com/book/show/24770.Uglies,"Young Adult,Science Fiction",February 8th 2005,Simon Pulse,425,English,3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1654202671i/24770.jpg,Young Adult,Science Fiction
47,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,https://www.goodreads.com/book/show/6339664-hush-hush,"Young Adult,Fantasy",October 13th 2009,Simon & Schuster BFYR,391,English,3.94,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358261334i/6339664.jpg,Young Adult,Fantasy
48,A Visit from the Goon Squad,Jennifer Egan,https://www.goodreads.com/book/show/7331435-a-visit-from-the-goon-squad,"Fiction,Contemporary",June 8th 2010,Knopf,288,English,3.67,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1356844046i/7331435.jpg,Fiction,Contemporary
49,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,https://www.goodreads.com/book/show/6752378-city-of-fallen-angels,"Fantasy,Young Adult",April 5th 2011,Margaret K. McElderry Books,425,English,4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1369452302i/6752378.jpg,Fantasy,Young Adult
50,"Inkheart (Inkworld, #1)","Cornelia Funke,Anthea Bell",https://www.goodreads.com/book/show/28194.Inkheart,"Fantasy,Young Adult",May 1st 2005,"Scholastic Paperbacks

            ,",563,English,3.89,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1538266636i/28194.jpg,Fantasy,Young Adult
51,"Blood Promise (Vampire Academy, #4)",Richelle Mead,https://www.goodreads.com/book/show/5996153-blood-promise,"Young Adult,Paranormal",August 25th 2009,Razorbill,503,English,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442530605i/5996153.jpg,Young Adult,Paranormal
52,Peace Like a River,Leif Enger,https://www.goodreads.com/book/show/227571.Peace_Like_a_River,"Fiction,Historical",August 7th 2002,"Atlantic Monthly Press

            ,",312,English,3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436139976i/227571.jpg,Fiction,Historical
53,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,https://www.goodreads.com/book/show/301082.Dead_Until_Dark,"Fantasy,Paranormal",May 1st 2001,Ace Books,292,English,3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1468560853i/301082.jpg,Fantasy,Paranormal
54,Let the Great World Spin,Colum McCann,https://www.goodreads.com/book/show/5941033-let-the-great-world-spin,"Fiction,Historical",June 23rd 2009,"Random House

            ,",351,English,3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1474988022i/5941033.jpg,Fiction,Historical
55,The Yiddish Policemen's Union,Michael Chabon,https://www.goodreads.com/book/show/16703.The_Yiddish_Policemen_s_Union,"Fiction,Mystery",May 1st 2007,HarperCollins,414,English,3.71,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1528196883i/16703.jpg,Fiction,Mystery
56,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,https://www.goodreads.com/book/show/1869.Nickel_and_Dimed,"Nonfiction,Sociology",May 1st 2002,"Owl Books (Henry Holt)

            ,",240,English,3.64,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442378091i/1869.jpg,Nonfiction,Sociology
57,Running with Scissors,Augusten Burroughs,https://www.goodreads.com/book/show/242006.Running_with_Scissors,"Autobiography,Memoir",June 1st 2003,"Picador USA

            ,",304,English,3.73,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1690319656i/242006.jpg,Autobiography,Memoir
58,1Q84 (1Q84 #1-3),"Haruki Murakami,Jay Rubin,Philip Gabriel",https://www.goodreads.com/book/show/10357575-1q84,"Fiction,Fantasy",October 25th 2011,"Knopf

            ,",925,English,3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1483103331i/10357575.jpg,Fiction,Fantasy
59,The Invention of Hugo Cabret,Brian Selznick,https://www.goodreads.com/book/show/9673436-the-invention-of-hugo-cabret,"Historical,Historical Fiction",Mar-07,Scholastic Press,534,English,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1422312376i/9673436.jpg,Historical,Historical Fiction
60,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,https://www.goodreads.com/book/show/7736182-the-lost-hero,"Fantasy,Young Adult",October 12th 2010,Disney-Hyperion Books,576,English,4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1464201003i/7736182.jpg,Fantasy,Young Adult
61,"Phantom Wolf (Phantom Wolf, #1)",Kia Carrington-Russell,https://www.goodreads.com/book/show/22404103-phantom-wolf,"Fantasy,Contemporary",June 19th 2014,"Crystal Publishing

            ,",191,English,3.5,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1467009833i/22404103.jpg,Fantasy,Contemporary
62,Saving CeeCee Honeycutt,"Beth Hoffman,Jenna Lamia",https://www.goodreads.com/book/show/6617928-saving-ceecee-honeycutt,"Fiction,Historical",January 12th 2010,"Penguin Audio

            ,",10,English,3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348364490i/6617928.jpg,Fiction,Historical
63,Life Expectancy,Dean Koontz,https://www.goodreads.com/book/show/16435.Life_Expectancy,"Horror,Fiction",October 25th 2005,"Bantam Books

            ,",476,English,3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308458308i/16435.jpg,Horror,Fiction
64,"Trust: A New Beginning (Trust Trilogy, #1)",Cristiane Serruya,https://www.goodreads.com/book/show/16160314-trust,"Romance,Adult Fiction",November 14th 2012,CreateSpace,464,English,3.49,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353446926i/16160314.jpg,Romance,Adult Fiction
65,"Hard Eight (Stephanie Plum, #8)","Janet Evanovich,Lorelei King",https://www.goodreads.com/book/show/6425.Hard_Eight,"Mystery,Fiction",June 16th 2003,"St. Martin's Press

            ,",326,English,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1479699438i/6425.jpg,Mystery,Fiction
66,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,https://www.goodreads.com/book/show/23437156-six-of-crows,"Fantasy,Young Adult",September 29th 2015,Henry Holt & Company,465,English,4.47,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1651710803i/23437156.jpg,Fantasy,Young Adult
67,"Across the Nightingale Floor (Tales of the Otori, #1)",Lian Hearn,https://www.goodreads.com/book/show/77160.Across_the_Nightingale_Floor,"Fantasy,Fiction",January 1st 2002,Riverhead Books,305,English,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1438630231i/77160.jpg,Fantasy,Fiction
68,Bossypants,Tina Fey,https://www.goodreads.com/book/show/9418327-bossypants,"Nonfiction,Autobiography",April 5th 2011,Reagan Arthur Books,283,English,3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1481509554i/9418327.jpg,Nonfiction,Autobiography
69,"Dead Witch Walking (The Hollows, #1)",Kim Harrison,https://www.goodreads.com/book/show/30264.Dead_Witch_Walking,"Fantasy,Urban Fantasy",July 1st 2004,"HarperTorch

            ,",416,English,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391713381i/30264.jpg,Fantasy,Urban Fantasy
70,"Iron Kissed (Mercy Thompson, #3)",Patricia Briggs,https://www.goodreads.com/book/show/1412138.Iron_Kissed,"Fantasy,Urban Fantasy",January 2nd 2008,Ace,287,English,4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358229529i/1412138.jpg,Fantasy,Urban Fantasy
71,Duma Key,Stephen King,https://www.goodreads.com/book/show/472343.Duma_Key,"Horror,Fiction",January 22nd 2008,Scribner Book Company,611,English,3.94,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1620172619i/472343.jpg,Horror,Fiction
72,The Children of Húrin,"J.R.R. Tolkien,Christopher Tolkien,Alan       Lee",https://www.goodreads.com/book/show/597790.The_Children_of_H_rin,"Fantasy,Fiction",April 16th 2007,HarperCollins,313,English,3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390692771i/597790.jpg,Fantasy,Fiction
73,The Nix,Nathan  Hill,https://www.goodreads.com/book/show/28251002-the-nix,"Fiction,Historical",August 30th 2016,Knopf,640,English,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1474083394i/28251002.jpg,Fiction,Historical
74,"Lirael (Abhorsen, #2)",Garth Nix,https://www.goodreads.com/book/show/47624.Lirael,"Fantasy,Young Adult",December 30th 2015,"Eos

            ,",464,English,4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266458951i/47624.jpg,Fantasy,Young Adult
75,Peony in Love,Lisa See,https://www.goodreads.com/book/show/24472.Peony_in_Love,"Historical,Historical Fiction",June 26th 2007,Random House,273,English,3.62,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1438435175i/24472.jpg,Historical,Historical Fiction
76,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,https://www.goodreads.com/book/show/56495.The_Purpose_Driven_Life,"Christian,Nonfiction",February 1st 2007,"Zondervan Publishing Company

            ,",334,English,3.94,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440111652i/56495.jpg,Christian,Nonfiction
77,Half the Sky: Turning Oppression Into Opportunity for Women Worldwide,"Nicholas D. Kristof,Sheryl WuDunn",https://www.goodreads.com/book/show/6260997-half-the-sky,"Nonfiction,Feminism",September 8th 2009,"Knopf Publishing Group

            ,",294,English,4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320486170i/6260997.jpg,Nonfiction,Feminism
78,"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,https://www.goodreads.com/book/show/5139.The_Devil_Wears_Prada,"Womens Fiction,Chick Lit",May 30th 2006,"Anchor Books

            ,",432,English,3.77,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388179604i/5139.jpg,Womens Fiction,Chick Lit
79,"Wolves of the Calla (The Dark Tower, #5)","Stephen King,Bernie Wrightson",https://www.goodreads.com/book/show/4978.Wolves_of_the_Calla,"Fantasy,Fiction",February 1st 2006,"Pocket Books

            ,",931,English,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1419360231i/4978.jpg,Fantasy,Fiction
80,American Born Chinese,Gene Luen Yang,https://www.goodreads.com/book/show/118944.American_Born_Chinese,"Sequential Art,Graphic Novels",September 5th 2006,"First Second

            ,",240,English,3.88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1317066615i/118944.jpg,Sequential Art,Graphic Novels
81,The Lace Reader,Brunonia Barry,https://www.goodreads.com/book/show/1951125.The_Lace_Reader,"Fiction,Mystery",Jul-07,"Flap Jacket Press

            ,",353,English,3.48,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1562776620i/1951125.jpg,Fiction,Mystery
82,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"Todd Burpo,Lynn Vincent",https://www.goodreads.com/book/show/7933292-heaven-is-for-real,"Nonfiction,Christian",2010,Thomas Nelson,162,English,4,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348467278i/7933292.jpg,Nonfiction,Christian
84,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,https://www.goodreads.com/book/show/3398625-the-lost-city-of-z,"Nonfiction,History",February 24th 2009,Doubleday/Random House (NY),339,English,3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320487318i/3398625.jpg,Nonfiction,History
85,"Child 44 (Leo Demidov, #1)",Tom Rob Smith,https://www.goodreads.com/book/show/2161733.Child_44,"Fiction,Historical",April 1st 2009,"Grand Central Publishing

            ,",509,English,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1326549060i/2161733.jpg,Fiction,Historical
86,The Silver Linings Playbook,Matthew Quick,https://www.goodreads.com/book/show/13539044-the-silver-linings-playbook,"Fiction,Contemporary",October 16th 2012,"Sarah Crichton Books

            ,",289,English,3.98,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630676434i/13539044.jpg,Fiction,Contemporary
87,The People of Paper,Salvador Plascencia,https://www.goodreads.com/book/show/43603.The_People_of_Paper,"Fiction,Magical Realism",November 13th 2006,"Mariner Books

            ,",256,English,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1509762508i/43603.jpg,Fiction,Magical Realism
88,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,https://www.goodreads.com/book/show/35729.Lover_Eternal,"Romance,Fantasy",March 7th 2006,Signet,441,English,4.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1300845974i/35729.jpg,Romance,Fantasy
89,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,https://www.goodreads.com/book/show/17927395-a-court-of-mist-and-fury,"Fantasy,Romance",May 3rd 2016,Bloomsbury USA Childrens,626,English,4.58,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546406996i/17927395.jpg,Fantasy,Romance
90,Hotel on the Corner of Bitter and Sweet,Jamie Ford,https://www.goodreads.com/book/show/3367956-hotel-on-the-corner-of-bitter-and-sweet,"Historical,Historical Fiction",January 27th 2009,Ballantine Books,290,English,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348332221i/3367956.jpg,Historical,Historical Fiction
91,Oblivion: Stories,David Foster Wallace,https://www.goodreads.com/book/show/6749.Oblivion,"Short Stories,Fiction",August 30th 2005,"Back Bay Books

            ,",329,English,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1311905400i/6749.jpg,Short Stories,Fiction
92,Suite Française,"Irène Némirovsky,Sandra Smith",https://www.goodreads.com/book/show/43944.Suite_Fran_aise,"Fiction,Historical",April 10th 2007,"Vintage

            ,",431,English,3.81,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1557142046i/43944.jpg,Fiction,Historical
93,"The Passage (The Passage, #1)",Justin Cronin,https://www.goodreads.com/book/show/6690798-the-passage,"Horror,Fiction",June 8th 2010,Ballantine Books,766,English,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327874267i/6690798.jpg,Horror,Fiction
94,Mystic River,Dennis Lehane,https://www.goodreads.com/book/show/21671.Mystic_River,"Mystery,Fiction",February 1st 2001,"William Morrow Paperbacks

            ,",416,English,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407109549i/21671.jpg,Mystery,Fiction
95,The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,https://www.goodreads.com/book/show/18300212-the-trigger,"History,Nonfiction",May 1st 2014,Chatto  Windus,352,English,3.67,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388535774i/18300212.jpg,History,Nonfiction
96,The Book of Salt,Monique Truong,https://www.goodreads.com/book/show/2719.The_Book_of_Salt,"Fiction,Historical",June 15th 2004,"Mariner Books

            ,",261,English,3.52,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441635660i/2719.jpg,Fiction,Historical
97,Half of a Yellow Sun,Chimamanda Ngozi Adichie,https://www.goodreads.com/book/show/18749.Half_of_a_Yellow_Sun,"Fiction,Historical",September 12th 2006,Knopf,433,English,4.3,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327934717i/18749.jpg,Fiction,Historical
98,Shutter Island,Dennis Lehane,https://www.goodreads.com/book/show/21686.Shutter_Island,"Mystery,Fiction",April 27th 2004,"HarperTorch

            ,",369,English,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329269081i/21686.jpg,Mystery,Fiction
99,One Day,David Nicholls,https://www.goodreads.com/book/show/6280118-one-day,"Fiction,Romance",January 1st 2009,Hodder & Stoughton,435,English,3.8,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327873020i/6280118.jpg,Fiction,Romance
100,"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,https://www.goodreads.com/book/show/27003.The_Eyre_Affair,"Fantasy,Fiction",February 25th 2003,"Penguin Books

            ,",374,English,3.86,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1445540555i/27003.jpg,Fantasy,Fiction
101,Black Swan Green,David Mitchell,https://www.goodreads.com/book/show/14316.Black_Swan_Green,"Fiction,Young Adult",February 27th 2007,"Random House

            ,",296,English,3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320562118i/14316.jpg,Fiction,Young Adult
102,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear,"Fantasy,Fiction",March 1st 2011,DAW Books,994,English,4.53,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1452624392i/1215032.jpg,Fantasy,Fiction
